window_id,label
88,WALKING_DOWNSTAIRS
89,WALKING_DOWNSTAIRS
90,WALKING_UPSTAIRS
91,WALKING_UPSTAIRS
92,WALKING_UPSTAIRS
93,WALKING_UPSTAIRS
94,WALKING_UPSTAIRS
95,WALKING_UPSTAIRS
96,WALKING_UPSTAIRS
97,WALKING_UPSTAIRS
98,WALKING_UPSTAIRS
99,WALKING_UPSTAIRS
100,WALKING_UPSTAIRS
101,WALKING_UPSTAIRS
102,WALKING_UPSTAIRS
103,WALKING_UPSTAIRS
104,WALKING_UPSTAIRS
105,WALKING_UPSTAIRS
106,WALKING_UPSTAIRS
107,WALKING_UPSTAIRS
108,WALKING_UPSTAIRS
109,WALKING_UPSTAIRS
110,WALKING_UPSTAIRS
111,WALKING_UPSTAIRS
112,WALKING_UPSTAIRS
113,WALKING_DOWNSTAIRS
114,WALKING_DOWNSTAIRS
115,WALKING_DOWNSTAIRS
116,WALKING_DOWNSTAIRS
117,WALKING_DOWNSTAIRS
118,WALKING
119,WALKING
120,WALKING
121,WALKING
122,WALKING
123,WALKING
124,WALKING
125,WALKING
126,WALKING
127,WALKING
128,WALKING
129,WALKING
130,WALKING
131,WALKING
132,WALKING
133,WALKING
134,WALKING
135,WALKING
136,WALKING
137,WALKING
138,WALKING
139,WALKING
140,WALKING
141,WALKING
142,WALKING
143,WALKING
144,WALKING
145,WALKING
146,WALKING_DOWNSTAIRS
147,WALKING_DOWNSTAIRS
148,WALKING_DOWNSTAIRS
149,WALKING_DOWNSTAIRS
150,WALKING_UPSTAIRS
151,WALKING_UPSTAIRS
152,WALKING_UPSTAIRS
153,WALKING_UPSTAIRS
154,WALKING_UPSTAIRS
155,WALKING_UPSTAIRS
156,WALKING_UPSTAIRS
157,WALKING_UPSTAIRS
158,WALKING_UPSTAIRS
159,WALKING_UPSTAIRS
160,WALKING_UPSTAIRS
161,WALKING_UPSTAIRS
162,WALKING_UPSTAIRS
163,WALKING_UPSTAIRS
164,WALKING_UPSTAIRS
165,WALKING_UPSTAIRS
166,WALKING_UPSTAIRS
167,WALKING_UPSTAIRS
168,WALKING_UPSTAIRS
169,WALKING_UPSTAIRS
170,WALKING_UPSTAIRS
171,WALKING_UPSTAIRS
172,WALKING_UPSTAIRS
173,WALKING_UPSTAIRS
174,WALKING_UPSTAIRS
175,WALKING_UPSTAIRS
176,STANDING
177,STANDING
178,STANDING
179,STANDING
180,STANDING
181,STANDING
182,STANDING
183,STANDING
184,STANDING
185,STANDING
186,STANDING
187,STANDING
188,STANDING
189,STANDING
190,STANDING
191,STANDING
192,STANDING
193,WALKING
194,WALKING
195,WALKING
196,WALKING
197,WALKING
198,WALKING
199,STANDING
200,STANDING
201,STANDING
202,STANDING
203,STANDING
204,STANDING
205,STANDING
206,STANDING
207,STANDING
208,STANDING
209,STANDING
210,WALKING
211,WALKING
212,WALKING
213,WALKING
214,WALKING
215,WALKING
216,STANDING
217,STANDING
218,STANDING
219,STANDING
220,STANDING
221,STANDING
222,STANDING
223,STANDING
224,STANDING
225,STANDING
226,STANDING
227,STANDING
228,STANDING
229,STANDING
230,STANDING
231,STANDING
232,WALKING
233,WALKING
234,WALKING
235,WALKING
236,WALKING_DOWNSTAIRS
237,WALKING_DOWNSTAIRS
238,WALKING_DOWNSTAIRS
239,WALKING_DOWNSTAIRS
240,WALKING_DOWNSTAIRS
241,WALKING_DOWNSTAIRS
242,WALKING_DOWNSTAIRS
243,WALKING_DOWNSTAIRS
244,WALKING_DOWNSTAIRS
245,WALKING_DOWNSTAIRS
246,WALKING_DOWNSTAIRS
247,WALKING_DOWNSTAIRS
248,WALKING_DOWNSTAIRS
249,WALKING_DOWNSTAIRS
250,WALKING_DOWNSTAIRS
251,WALKING_DOWNSTAIRS
252,WALKING_DOWNSTAIRS
253,WALKING_DOWNSTAIRS
254,WALKING_DOWNSTAIRS
255,WALKING_DOWNSTAIRS
256,WALKING_DOWNSTAIRS
257,WALKING_DOWNSTAIRS
258,WALKING_DOWNSTAIRS
259,WALKING_DOWNSTAIRS
260,WALKING_DOWNSTAIRS
261,WALKING_DOWNSTAIRS
262,WALKING_DOWNSTAIRS
263,WALKING
264,WALKING
265,WALKING
266,WALKING
267,WALKING
268,WALKING
269,WALKING
270,WALKING
271,WALKING
272,WALKING
273,WALKING
274,WALKING
275,WALKING
276,WALKING
277,WALKING
278,SITTING
279,SITTING
280,SITTING
281,SITTING
282,STANDING
283,STANDING
284,STANDING
285,STANDING
286,STANDING
287,STANDING
288,STANDING
289,STANDING
290,STANDING
291,STANDING
292,STANDING
293,STANDING
294,STANDING
295,STANDING
296,STANDING
297,STANDING
298,STANDING
299,STANDING
300,STANDING
301,STANDING
302,STANDING
303,STANDING
304,STANDING
305,STANDING
306,STANDING
307,STANDING
308,STANDING
309,STANDING
310,STANDING
311,STANDING
312,STANDING
313,STANDING
314,STANDING
315,STANDING
316,STANDING
317,STANDING
318,STANDING
319,STANDING
320,STANDING
321,STANDING
322,STANDING
323,STANDING
324,STANDING
325,STANDING
326,STANDING
327,STANDING
328,STANDING
329,STANDING
330,STANDING
331,STANDING
332,STANDING
333,STANDING
334,STANDING
335,STANDING
336,STANDING
337,STANDING
338,STANDING
339,STANDING
340,STANDING
341,STANDING
342,STANDING
343,STANDING
344,STANDING
345,STANDING
346,STANDING
347,STANDING
348,STANDING
349,WALKING
350,WALKING
351,WALKING
352,WALKING
353,WALKING
354,WALKING
355,WALKING
356,WALKING
357,STANDING
358,STANDING
359,STANDING
360,STANDING
361,STANDING
362,STANDING
363,STANDING
364,STANDING
365,WALKING
366,WALKING
367,WALKING
368,WALKING
369,WALKING
370,WALKING
371,WALKING
372,WALKING
373,WALKING
374,WALKING
375,WALKING
376,WALKING
377,WALKING
378,WALKING
379,WALKING
380,WALKING
381,WALKING
382,WALKING
383,WALKING
384,WALKING
385,WALKING
386,WALKING
387,WALKING
388,WALKING
389,WALKING
390,WALKING
391,WALKING
392,WALKING
393,STANDING
394,STANDING
395,STANDING
396,STANDING
397,STANDING
398,STANDING
399,STANDING
400,STANDING
401,STANDING
402,STANDING
403,STANDING
404,STANDING
405,STANDING
406,STANDING
407,STANDING
408,STANDING
409,STANDING
410,STANDING
411,STANDING
412,STANDING
413,STANDING
414,STANDING
415,STANDING
416,STANDING
417,STANDING
418,STANDING
419,STANDING
420,STANDING
421,STANDING
422,STANDING
423,STANDING
424,WALKING
425,WALKING
426,WALKING
427,WALKING
428,WALKING
429,WALKING
430,WALKING
431,WALKING
432,WALKING
433,WALKING
434,WALKING
435,WALKING
436,WALKING
437,WALKING
438,WALKING
439,WALKING
440,WALKING
441,WALKING
442,WALKING
443,WALKING
444,WALKING
445,WALKING
446,WALKING
447,STANDING
448,STANDING
449,STANDING
450,SITTING
451,SITTING
452,SITTING
453,SITTING
454,SITTING
455,SITTING
456,SITTING
457,SITTING
458,SITTING
459,SITTING
460,SITTING
461,SITTING
462,SITTING
463,SITTING
464,SITTING
465,SITTING
466,STANDING
467,STANDING
468,STANDING
469,STANDING
470,STANDING
471,STANDING
472,STANDING
473,STANDING
474,STANDING
475,STANDING
476,STANDING
477,STANDING
478,STANDING
479,STANDING
480,STANDING
481,STANDING
482,STANDING
483,STANDING
484,STANDING
485,WALKING
486,WALKING
487,WALKING
488,WALKING
489,WALKING
490,WALKING
491,WALKING
492,WALKING
493,WALKING
494,WALKING
495,WALKING
496,WALKING
497,WALKING
498,WALKING
499,WALKING
500,WALKING
501,WALKING
502,WALKING
503,WALKING
504,WALKING
505,WALKING
506,WALKING
507,WALKING
508,WALKING
509,WALKING
510,WALKING
511,WALKING
512,WALKING
513,WALKING
514,WALKING
515,WALKING
516,WALKING
517,WALKING
518,WALKING
519,WALKING
520,WALKING
521,WALKING
522,WALKING
523,WALKING
524,WALKING
525,WALKING
526,STANDING
527,STANDING
528,STANDING
529,STANDING
530,STANDING
531,STANDING
532,STANDING
533,STANDING
534,STANDING
535,STANDING
536,STANDING
537,STANDING
538,STANDING
539,STANDING
540,STANDING
541,STANDING
542,STANDING
543,STANDING
544,STANDING
545,STANDING
546,WALKING
547,WALKING
548,WALKING
549,WALKING
550,WALKING
551,WALKING
552,WALKING
553,WALKING
554,WALKING
555,STANDING
556,STANDING
557,STANDING
558,STANDING
559,STANDING
560,WALKING
561,WALKING
562,WALKING
563,WALKING
564,STANDING
565,STANDING
566,STANDING
567,STANDING
568,STANDING
569,STANDING
570,STANDING
571,STANDING
572,STANDING
573,STANDING
574,STANDING
575,STANDING
576,STANDING
577,STANDING
578,STANDING
579,STANDING
580,STANDING
581,STANDING
582,STANDING
583,STANDING
584,STANDING
585,STANDING
586,STANDING
587,STANDING
588,STANDING
589,STANDING
590,STANDING
591,STANDING
592,WALKING
593,WALKING
594,WALKING
595,WALKING
596,STANDING
597,STANDING
598,STANDING
599,STANDING
600,STANDING
601,STANDING
602,STANDING
603,STANDING
604,STANDING
605,STANDING
606,STANDING
607,STANDING
608,STANDING
609,STANDING
610,STANDING
611,STANDING
612,STANDING
613,STANDING
614,WALKING
615,WALKING
616,WALKING
617,WALKING
618,WALKING
619,WALKING
620,STANDING
621,STANDING
622,STANDING
623,STANDING
624,STANDING
625,STANDING
626,WALKING
627,WALKING
628,STANDING
629,STANDING
630,STANDING
631,STANDING
632,STANDING
633,STANDING
634,STANDING
635,STANDING
636,STANDING
637,STANDING
638,STANDING
639,STANDING
640,STANDING
641,STANDING
642,STANDING
643,STANDING
644,STANDING
645,STANDING
646,STANDING
647,STANDING
648,STANDING
649,STANDING
650,STANDING
651,STANDING
652,STANDING
653,STANDING
654,STANDING
655,STANDING
656,STANDING
657,STANDING
658,STANDING
659,STANDING
660,STANDING
661,STANDING
662,STANDING
663,STANDING
664,STANDING
665,STANDING
666,STANDING
667,STANDING
668,STANDING
669,STANDING
670,STANDING
671,STANDING
672,STANDING
673,STANDING
674,STANDING
675,STANDING
676,STANDING
677,STANDING
678,STANDING
679,WALKING
680,WALKING
681,WALKING
682,STANDING
683,STANDING
684,STANDING
685,STANDING
686,STANDING
687,STANDING
688,STANDING
689,STANDING
690,STANDING
691,STANDING
692,STANDING
693,STANDING
694,STANDING
695,STANDING
696,STANDING
697,STANDING
698,STANDING
699,STANDING
700,STANDING
701,STANDING
702,STANDING
703,STANDING
704,STANDING
705,STANDING
706,STANDING
707,STANDING
708,STANDING
709,STANDING
710,STANDING
711,STANDING
712,STANDING
713,STANDING
714,STANDING
715,STANDING
716,STANDING
717,STANDING
718,STANDING
719,STANDING
720,STANDING
721,STANDING
722,STANDING
723,STANDING
724,STANDING
725,STANDING
726,STANDING
727,STANDING
728,STANDING
729,STANDING
730,STANDING
731,STANDING
732,STANDING
733,STANDING
734,STANDING
735,STANDING
736,STANDING
737,STANDING
738,STANDING
739,STANDING
740,STANDING
741,STANDING
742,STANDING
743,STANDING
744,STANDING
745,STANDING
746,STANDING
747,STANDING
748,STANDING
749,STANDING
750,STANDING
751,STANDING
752,STANDING
753,STANDING
754,STANDING
755,STANDING
756,STANDING
757,STANDING
758,STANDING
759,STANDING
760,STANDING
761,STANDING
762,STANDING
763,STANDING
764,STANDING
765,STANDING
766,STANDING
767,STANDING
768,STANDING
769,STANDING
770,STANDING
771,STANDING
772,STANDING
773,STANDING
774,STANDING
775,STANDING
776,STANDING
777,STANDING
778,STANDING
779,STANDING
780,STANDING
781,STANDING
782,STANDING
783,STANDING
784,STANDING
785,STANDING
786,STANDING
787,STANDING
788,STANDING
789,STANDING
790,STANDING
791,STANDING
792,STANDING
793,STANDING
794,STANDING
795,STANDING
796,STANDING
797,STANDING
798,STANDING
799,STANDING
800,STANDING
801,STANDING
802,STANDING
803,STANDING
804,STANDING
805,STANDING
806,STANDING
807,STANDING
808,STANDING
809,STANDING
810,STANDING
811,STANDING
812,STANDING
813,STANDING
814,STANDING
815,STANDING
816,STANDING
817,STANDING
818,STANDING
819,STANDING
820,STANDING
821,STANDING
822,STANDING
823,STANDING
824,STANDING
825,STANDING
826,STANDING
827,STANDING
828,STANDING
829,STANDING
830,STANDING
831,STANDING
832,STANDING
833,STANDING
834,STANDING
835,STANDING
836,WALKING
837,WALKING
838,WALKING
839,WALKING
840,WALKING
841,WALKING
842,WALKING
843,WALKING
844,WALKING
845,WALKING
846,WALKING
847,WALKING
848,WALKING
849,WALKING
850,WALKING
851,WALKING
852,WALKING
853,WALKING
854,WALKING
855,WALKING
856,WALKING
857,WALKING
858,WALKING
859,WALKING
860,WALKING
861,WALKING
862,WALKING
863,WALKING
864,WALKING
865,WALKING
866,WALKING
867,WALKING
868,WALKING
869,WALKING
870,WALKING
871,WALKING
872,WALKING
873,WALKING
874,WALKING
875,WALKING
876,WALKING
877,WALKING
878,WALKING
879,WALKING
880,WALKING
881,WALKING
882,WALKING
883,WALKING
884,WALKING
885,WALKING
886,WALKING
887,WALKING
888,WALKING
889,WALKING
890,WALKING
891,WALKING
892,WALKING
893,WALKING
894,WALKING
895,WALKING
896,WALKING
897,WALKING
898,WALKING
899,WALKING
900,WALKING
901,WALKING
902,WALKING
903,WALKING
904,WALKING
905,WALKING
906,WALKING
907,WALKING
908,WALKING
909,WALKING
910,WALKING
911,WALKING
912,WALKING
913,WALKING
914,WALKING
915,WALKING
916,WALKING
917,WALKING
918,WALKING
919,WALKING
920,WALKING
921,WALKING
922,WALKING
923,WALKING
924,WALKING
925,WALKING
926,WALKING
927,WALKING
928,WALKING
929,WALKING
930,WALKING
931,WALKING
932,WALKING
933,WALKING
934,WALKING
935,WALKING
936,WALKING
937,WALKING
938,WALKING
939,WALKING
940,WALKING
941,WALKING
942,WALKING
943,WALKING
944,WALKING
945,WALKING
946,WALKING
947,WALKING
948,WALKING
949,WALKING
950,WALKING
951,WALKING
952,WALKING
953,WALKING
954,WALKING
955,WALKING
956,WALKING
957,WALKING
958,WALKING
959,WALKING
960,STANDING
961,STANDING
962,STANDING
963,STANDING
964,STANDING
965,STANDING
966,STANDING
967,STANDING
968,STANDING
969,STANDING
970,STANDING
971,STANDING
972,STANDING
973,STANDING
974,STANDING
975,STANDING
976,STANDING
977,STANDING
978,WALKING
979,WALKING
980,WALKING
981,WALKING
982,WALKING
983,WALKING
984,WALKING
985,WALKING
986,WALKING
987,WALKING
988,WALKING
989,WALKING
990,WALKING
991,WALKING
992,WALKING
993,WALKING
994,WALKING
995,WALKING
996,WALKING
997,WALKING
998,WALKING
999,WALKING
1000,WALKING
1001,WALKING
1002,WALKING
1003,WALKING
1004,WALKING
1005,WALKING
1006,WALKING
1007,WALKING
1008,WALKING
1009,WALKING
1010,WALKING
1011,WALKING
1012,WALKING
1013,WALKING
1014,WALKING
1015,WALKING
1016,WALKING
1017,WALKING
1018,WALKING_DOWNSTAIRS
1019,WALKING_DOWNSTAIRS
1020,WALKING_DOWNSTAIRS
1021,WALKING_DOWNSTAIRS
1022,WALKING_DOWNSTAIRS
1023,WALKING_DOWNSTAIRS
1024,WALKING_DOWNSTAIRS
1025,WALKING_DOWNSTAIRS
1026,WALKING_DOWNSTAIRS
1027,WALKING_DOWNSTAIRS
1028,WALKING_DOWNSTAIRS
1029,WALKING_DOWNSTAIRS
1030,WALKING_DOWNSTAIRS
1031,WALKING_DOWNSTAIRS
1032,WALKING_DOWNSTAIRS
1033,WALKING_DOWNSTAIRS
1034,WALKING_DOWNSTAIRS
1035,WALKING_DOWNSTAIRS
1036,WALKING_DOWNSTAIRS
1037,WALKING_DOWNSTAIRS
1038,WALKING_DOWNSTAIRS
1039,WALKING_DOWNSTAIRS
1040,WALKING_DOWNSTAIRS
1041,WALKING_DOWNSTAIRS
1042,WALKING_DOWNSTAIRS
1043,WALKING_DOWNSTAIRS
1044,WALKING_DOWNSTAIRS
1045,WALKING_DOWNSTAIRS
1046,WALKING_DOWNSTAIRS
1047,WALKING_DOWNSTAIRS
1048,WALKING_DOWNSTAIRS
1049,WALKING_DOWNSTAIRS
1050,WALKING_DOWNSTAIRS
1051,WALKING_DOWNSTAIRS
1052,WALKING_DOWNSTAIRS
1053,WALKING_DOWNSTAIRS
1054,WALKING_DOWNSTAIRS
1055,WALKING_DOWNSTAIRS
1056,WALKING_DOWNSTAIRS
1057,WALKING_DOWNSTAIRS
1058,WALKING_DOWNSTAIRS
1059,WALKING_DOWNSTAIRS
1060,WALKING_DOWNSTAIRS
1061,WALKING_DOWNSTAIRS
1062,WALKING_DOWNSTAIRS
1063,WALKING_DOWNSTAIRS
1064,STANDING
1065,STANDING
1066,STANDING
1067,STANDING
1068,STANDING
1069,STANDING
1070,STANDING
1071,STANDING
1072,STANDING
1073,STANDING
1074,STANDING
1075,STANDING
1076,STANDING
1077,STANDING
1078,STANDING
1079,STANDING
1080,STANDING
1081,STANDING
1082,STANDING
1083,STANDING
1084,STANDING
1085,STANDING
1086,STANDING
1087,STANDING
1088,STANDING
1089,STANDING
1090,STANDING
1091,STANDING
1092,STANDING
1093,STANDING
1094,STANDING
1095,STANDING
1096,STANDING
1097,STANDING
1098,STANDING
1099,STANDING
1100,STANDING
1101,STANDING
1102,STANDING
1103,STANDING
1104,STANDING
1105,STANDING
1106,STANDING
1107,STANDING
1108,STANDING
1109,STANDING
1110,STANDING
1111,STANDING
1112,STANDING
1113,STANDING
1114,STANDING
1115,STANDING
1116,STANDING
1117,STANDING
1118,STANDING
1119,STANDING
1120,STANDING
1121,STANDING
1122,STANDING
1123,STANDING
1124,STANDING
1125,STANDING
1126,STANDING
1127,STANDING
1128,STANDING
1129,STANDING
1130,STANDING
1131,STANDING
1132,STANDING
1133,STANDING
1134,STANDING
1135,STANDING
1136,STANDING
1137,STANDING
1138,STANDING
1139,STANDING
1140,STANDING
1141,STANDING
1142,STANDING
1143,STANDING
1144,STANDING
1145,STANDING
1146,STANDING
1147,STANDING
1148,STANDING
1149,STANDING
1150,STANDING
1151,STANDING
1152,STANDING
1153,STANDING
1154,STANDING
1155,STANDING
1156,STANDING
1157,STANDING
1158,STANDING
1159,STANDING
1160,STANDING
1161,STANDING
1162,STANDING
1163,STANDING
1164,STANDING
1165,STANDING
1166,STANDING
1167,STANDING
1168,STANDING
1169,STANDING
1170,STANDING
1171,STANDING
1172,STANDING
1173,STANDING
1174,STANDING
1175,STANDING
1176,STANDING
1177,STANDING
1178,STANDING
1179,STANDING
1180,STANDING
1181,STANDING
1182,STANDING
1183,STANDING
1184,STANDING
1185,STANDING
1186,STANDING
1187,STANDING
1188,STANDING
1189,STANDING
1190,STANDING
1191,STANDING
1192,STANDING
1193,STANDING
1194,STANDING
1195,STANDING
1196,STANDING
1197,STANDING
1198,STANDING
1199,STANDING
1200,STANDING
1201,STANDING
1202,STANDING
1203,STANDING
1204,STANDING
1205,STANDING
1206,STANDING
1207,STANDING
1208,STANDING
1209,STANDING
1210,STANDING
1211,STANDING
1212,STANDING
1213,STANDING
1214,STANDING
1215,STANDING
1216,STANDING
1217,STANDING
1218,STANDING
1219,STANDING
1220,STANDING
1221,STANDING
1222,STANDING
1223,STANDING
1224,STANDING
1225,STANDING
1226,STANDING
1227,STANDING
1228,STANDING
1229,STANDING
1230,STANDING
1231,STANDING
1232,STANDING
1233,STANDING
1234,STANDING
1235,STANDING
1236,STANDING
1237,STANDING
1238,STANDING
1239,STANDING
1240,STANDING
1241,STANDING
1242,STANDING
1243,STANDING
1244,STANDING
1245,STANDING
1246,STANDING
1247,STANDING
1248,STANDING
1249,STANDING
1250,STANDING
1251,STANDING
1252,STANDING
1253,STANDING
1254,STANDING
1255,STANDING
1256,STANDING
1257,STANDING
1258,STANDING
1259,STANDING
1260,STANDING
1261,STANDING
1262,STANDING
1263,STANDING
1264,STANDING
1265,STANDING
1266,STANDING
1267,STANDING
1268,STANDING
1269,STANDING
1270,STANDING
1271,STANDING
1272,STANDING
1273,STANDING
1274,STANDING
1275,STANDING
1276,STANDING
1277,STANDING
1278,STANDING
1279,STANDING
1280,STANDING
1281,STANDING
1282,STANDING
1283,STANDING
1284,STANDING
1285,STANDING
1286,STANDING
1287,STANDING
1288,STANDING
1289,STANDING
1290,STANDING
1291,STANDING
1292,STANDING
1293,STANDING
1294,STANDING
1295,STANDING
1296,STANDING
1297,STANDING
1298,STANDING
1299,STANDING
1300,STANDING
1301,STANDING
1302,STANDING
1303,STANDING
1304,STANDING
1305,STANDING
1306,STANDING
1307,STANDING
1308,STANDING
1309,STANDING
1310,STANDING
1311,STANDING
1312,STANDING
1313,STANDING
1314,STANDING
1315,STANDING
1316,STANDING
1317,STANDING
1318,STANDING
1319,STANDING
1320,STANDING
1321,STANDING
1322,STANDING
1323,STANDING
1324,STANDING
1325,STANDING
1326,STANDING
1327,STANDING
1328,STANDING
1329,STANDING
1330,STANDING
1331,STANDING
1332,STANDING
1333,STANDING
1334,STANDING
1335,STANDING
1336,STANDING
1337,STANDING
1338,STANDING
1339,STANDING
1340,STANDING
1341,STANDING
1342,STANDING
1343,STANDING
1344,STANDING
1345,STANDING
1346,STANDING
1347,STANDING
1348,STANDING
1349,STANDING
1350,STANDING
1351,STANDING
1352,STANDING
1353,STANDING
1354,STANDING
1355,STANDING
1356,STANDING
1357,STANDING
1358,STANDING
1359,STANDING
1360,STANDING
1361,STANDING
1362,STANDING
1363,STANDING
1364,STANDING
1365,STANDING
1366,STANDING
1367,STANDING
1368,STANDING
1369,STANDING
1370,STANDING
1371,STANDING
1372,STANDING
1373,STANDING
1374,STANDING
1375,STANDING
1376,STANDING
1377,STANDING
1378,STANDING
1379,STANDING
1380,STANDING
1381,STANDING
1382,STANDING
1383,STANDING
1384,STANDING
1385,STANDING
1386,STANDING
1387,STANDING
1388,STANDING
1389,STANDING
1390,STANDING
1391,STANDING
1392,STANDING
1393,STANDING
1394,STANDING
1395,STANDING
1396,STANDING
1397,STANDING
1398,STANDING
1399,STANDING
1400,STANDING
1401,STANDING
1402,STANDING
1403,STANDING
1404,STANDING
1405,STANDING
1406,STANDING
1407,STANDING
1408,STANDING
1409,STANDING
1410,STANDING
1411,STANDING
1412,STANDING
1413,STANDING
1414,STANDING
1415,STANDING
1416,STANDING
1417,STANDING
1418,STANDING
1419,STANDING
1420,STANDING
1421,STANDING
1422,STANDING
1423,STANDING
1424,STANDING
1425,STANDING
1426,STANDING
1427,STANDING
1428,STANDING
1429,STANDING
1430,STANDING
1431,STANDING
1432,STANDING
1433,STANDING
1434,STANDING
1435,STANDING
1436,STANDING
1437,STANDING
1438,STANDING
1439,STANDING
1440,STANDING
1441,STANDING
1442,STANDING
1443,STANDING
1444,STANDING
1445,STANDING
1446,STANDING
1447,STANDING
1448,STANDING
1449,STANDING
1450,STANDING
1451,STANDING
1452,STANDING
1453,STANDING
1454,STANDING
1455,STANDING
1456,STANDING
1457,STANDING
1458,STANDING
1459,STANDING
1460,STANDING
1461,STANDING
1462,STANDING
1463,STANDING
1464,STANDING
1465,STANDING
1466,STANDING
1467,STANDING
1468,STANDING
1469,STANDING
1470,STANDING
1471,STANDING
1472,STANDING
1473,STANDING
1474,STANDING
1475,STANDING
1476,STANDING
1477,STANDING
1478,STANDING
1479,STANDING
1480,STANDING
1481,STANDING
1482,STANDING
1483,STANDING
1484,STANDING
1485,STANDING
1486,STANDING
1487,STANDING
1488,STANDING
1489,STANDING
1490,STANDING
1491,STANDING
1492,STANDING
1493,STANDING
1494,STANDING
1495,STANDING
1496,STANDING
1497,STANDING
1498,STANDING
1499,STANDING
1500,STANDING
1501,STANDING
1502,STANDING
1503,STANDING
1504,STANDING
1505,STANDING
1506,STANDING
1507,STANDING
1508,STANDING
1509,STANDING
1510,STANDING
1511,STANDING
1512,STANDING
1513,STANDING
1514,STANDING
1515,STANDING
1516,STANDING
1517,STANDING
1518,STANDING
1519,STANDING
1520,STANDING
1521,STANDING
1522,STANDING
1523,STANDING
1524,STANDING
1525,STANDING
1526,STANDING
1527,STANDING
1528,STANDING
1529,STANDING
1530,STANDING
1531,STANDING
1532,STANDING
1533,STANDING
1534,STANDING
1535,STANDING
1536,STANDING
1537,STANDING
1538,STANDING
1539,STANDING
1540,STANDING
1541,STANDING
1542,STANDING
1543,STANDING
1544,STANDING
1545,STANDING
1546,STANDING
1547,STANDING
1548,STANDING
1549,STANDING
1550,STANDING
1551,STANDING
1552,STANDING
1553,STANDING
1554,STANDING
1555,STANDING
1556,STANDING
1557,STANDING
1558,STANDING
1559,STANDING
1560,STANDING
1561,STANDING
1562,STANDING
1563,STANDING
1564,STANDING
1565,STANDING
1566,STANDING
1567,STANDING
1568,STANDING
1569,STANDING
1570,STANDING
1571,STANDING
1572,STANDING
1573,STANDING
1574,STANDING
1575,STANDING
1576,STANDING
1577,STANDING
1578,STANDING
1579,STANDING
1580,STANDING
1581,STANDING
1582,STANDING
1583,STANDING
1584,STANDING
1585,STANDING
1586,STANDING
1587,STANDING
1588,STANDING
1589,STANDING
1590,STANDING
1591,STANDING
1592,STANDING
1593,STANDING
1594,STANDING
1595,STANDING
1596,STANDING
1597,STANDING
1598,STANDING
1599,STANDING
1600,STANDING
1601,STANDING
1602,STANDING
1603,STANDING
1604,STANDING
1605,STANDING
1606,STANDING
1607,STANDING
1608,STANDING
1609,STANDING
1610,STANDING
1611,STANDING
1612,STANDING
1613,STANDING
1614,STANDING
1615,STANDING
1616,STANDING
1617,STANDING
1618,STANDING
1619,STANDING
1620,STANDING
1621,STANDING
1622,STANDING
1623,STANDING
1624,STANDING
1625,STANDING
1626,STANDING
1627,STANDING
1628,STANDING
1629,STANDING
1630,STANDING
1631,STANDING
1632,STANDING
1633,STANDING
1634,STANDING
1635,STANDING
1636,STANDING
1637,STANDING
